Phylum	Class	Order	Family	Genus	Sample Size	Min COG %	Max COG %	Average Genome Size	Min Genome Size	Max Genome Size	Average Gene Count	Average Genes in COG	Average CRISPRs	Slope	Intercept	R squared	p-value	Standard Error
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	13	65.79	78.5	3737472.153846154	3417479	4206024	3759.923076923077	70.63999999999999	0.0	-0.10599905214708687	80.05907382682132	0.024533843004292753	0.609339499750907	0.20152501007482007
Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Lonsdalea	33	75.98	82.69	3782972.878787879	3648192	4015569	3640.878787878788	80.35909090909091	0.09090909090909091	-0.4364950713700645	121.48026244711039	0.31621588577068566	0.0006591600159259282	0.11528323608508138
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	16	64.75	75.23	4476718.375	4124669	4944499	4021.375	68.5025	0.125	-0.28195119510910643	94.0301843214681	0.3278576875521823	0.02044422624410965	0.10789413911534523
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	13	65.56	81.24	3548030.5384615385	2917404	4295921	3254.5384615384614	71.94538461538461	0.6923076923076923	-0.20886293928980124	89.19551763582547	0.13543827464765074	0.21600829966893642	0.15910811814202558
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	43	56.26	81.47	4339165.790697674	2541122	6391889	3817.3953488372094	67.20279069767439	1.441860465116279	-0.27247388842690223	85.69981678058025	0.6297010846402705	2.2024200938174832e-10	0.03263186987333027
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	14	56.02	75.27	4495713.928571428	4143177	4992477	4283.5	63.18285714285713	1.0	-0.31098607824828983	91.18708116978085	0.17233697757041672	0.13992833932502316	0.19673782457841887
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	68	62.74	80.05	2620831.132352941	2425481	2746467	2770.926470588235	72.66985294117646	0.9705882352941176	0.09428842039926458	63.67232893659989	0.0016483288067260116	0.7423661413350566	0.2856315934647594
Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	90	44.86	84.44	4097497.188888889	2922982	5207492	3911.0444444444443	72.03133333333332	0.4444444444444444	-0.31976451618970103	97.19189442864976	0.1514602077268061	0.00014999987062883676	0.08068183472118061
Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	12	67.1	75.03	4613873.0	3516930	5568333	4307.75	71.71000000000001	1.0833333333333333	-0.013262301174597844	72.80890290877622	0.003492461639140057	0.8552409526333098	0.07084241504379307
Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	32	64.68	84.7	4251241.53125	3342098	5394187	4014.34375	74.8078125	1.0625	-0.14958924085203532	86.59717006840339	0.10119862926757116	0.07600259153299833	0.08139247950664232
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum	16	61.28	80.57	2090192.0625	1356763	3369777	2111.4375	73.205625	0.0625	-0.12224209193647173	80.7880095396597	0.1579829938814718	0.12737498403143668	0.07542442659506804
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	45	59.55	78.05	6503875.777777778	4719867	8489111	5750.111111111111	69.11111111111111	0.6	0.06710789109208337	63.969684790127076	0.017226110098537698	0.390124987199886	0.07729876563174687
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	141	59.25	82.17	6683819.581560284	5324561	7856320	6545.241134751773	71.12156028368794	0.41134751773049644	-0.07217949686211869	77.26228182397905	0.013093413450415124	0.17666785950806518	0.05315180691513907
Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	14	53.23	64.66	4890548.857142857	4181010	5490250	4528.071428571428	59.503571428571426	4.285714285714286	-0.268194053663261	83.39348760061043	0.4090036826076658	0.013784784673905875	0.09306519672408518
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	97	48.43	72.65	5957231.659793815	4300541	8839022	5715.051546391753	62.387422680412364	0.7525773195876289	-0.033840922582872	64.66819780923676	0.010181554128929089	0.32540289772112596	0.03423348602600278
Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	17	51.04	71.25	5176318.764705882	4703858	5482877	4769.235294117647	59.11235294117648	3.3529411764705883	-0.2629618558889456	83.93826804085558	0.0381995993373711	0.4521931294737248	0.34069063803487654
Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	14	61.63	81.14	3066582.0	2745290	3306714	3044.0714285714284	69.635	0.7857142857142857	0.30980179090039023	40.904586799980265	0.09821372171915245	0.27524759086118195	0.27099359607674506
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus	17	66.63	71.35	2913469.0	2667015	3079044	2800.9411764705883	69.30588235294118	0.23529411764705882	-0.10528420960271252	79.26813949726926	0.0842163358226443	0.25851029554417443	0.08964289774812693
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	14	52.54	72.55	5882506.0	5323773	6879778	5583.785714285715	61.26428571428572	1.2857142857142858	-0.6226939084501981	114.50729228545329	0.46428394532615985	0.007288042234846909	0.19308987080090345
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	15	60.77	72.65	2598209.8666666667	2125049	3059871	2526.6666666666665	69.088	0.3333333333333333	-0.018373608770569802	70.64814719555065	0.0015289923035523695	0.889959092597771	0.13022305163364314
Proteobacteria	Alphaproteobacteria	unclassified	unclassified	Micavibrio	12	44.08	67.37	2060529.3333333333	1323426	2713707	2121.9166666666665	58.12583333333333	0.4166666666666667	-0.2498714190997671	77.09867707131599	0.6314064295754416	0.0020155002070330616	0.060372055272028304
Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	16	57.99	77.72	4063063.8125	3637656	4835674	3496.875	70.02625	0.75	-0.2511415577911227	91.12784153152153	0.16056541366882282	0.12402440523603604	0.15346947031450783
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	11	47.24	79.98	6250220.181818182	4018372	9633614	6353.909090909091	66.31636363636363	0.0	-0.3761732932834726	90.72221910806273	0.6803943519458784	0.001778403867601452	0.08593964935564953
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	93	55.25	84.03	2106949.6129032257	1776416	2911207	2050.8064516129034	73.46139784946236	1.6881720430107527	-0.32620257822137966	97.06990098618778	0.18441100029997934	1.744245085729788e-05	0.07191325739961707
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	42	62.47	81.32	4028264.5476190476	3567897	4512187	3991.1190476190477	74.10095238095239	0.023809523809523808	-0.7295177784450779	139.22880731622246	0.3979196598819916	7.531778238014689e-06	0.14188464872435505
Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	18	63.49	76.07	5048134.111111111	4636177	5311144	4694.5	72.49499999999999	1.6666666666666667	0.28047618668190627	45.83631017077866	0.06271484650951539	0.3162011663110213	0.27107326699028284
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	12	47.93	62.8	9272903.583333334	9003593	9429999	7660.5	54.28666666666666	10.166666666666666	2.54605118945234	-196.07695689281303	0.18356588750850678	0.16464454733436687	1.6979766474183762
Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	464	33.0	82.02	2180907.515086207	2022093	2365781	2188.7974137931033	66.54461206896549	1.0474137931034482	0.37848915005439193	31.6533929860405	0.039907870846074486	1.4553723960341387e-05	0.0863693442362812
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	23	71.01	82.07	6377534.217391305	5725939	7026071	6238.130434782609	76.90869565217392	0.13043478260869565	-0.0465048336982566	81.1299192661215	0.0030861130569407123	0.8012277087705206	0.18239433909728153
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	12	59.27	82.72	4597561.0	3551806	5125657	4546.25	74.75416666666666	0.3333333333333333	0.003532595492410664	74.43730341841025	2.1601742843091352e-05	0.9885624640697992	0.24035038590390817
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	51	50.78	70.8	3194763.470588235	2062509	4067838	3061.627450980392	60.78313725490197	1.8431372549019607	-0.3595064482021293	89.0177441433052	0.6296076300447488	3.8232502632360006e-12	0.03939169503295183
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	29	55.79	64.19	3273150.0	3032078	3572403	3109.0689655172414	59.9293103448276	0.8620689655172413	-0.2750724065126828	85.1323248808972	0.32521003274417926	0.0012383991202444382	0.07625485257085635
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	89	58.71	79.69	4735665.044943821	4079279	5372701	4412.460674157303	71.98966292134833	0.2808988764044944	0.1950352534004754	54.798651695143995	0.02595938832040787	0.13145697122911504	0.12808397509665145
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	11	60.92	70.27	2961216.6363636362	2337007	3401106	2891.3636363636365	67.16090909090909	0.18181818181818182	-0.17894443607030522	82.74093632546446	0.26867169058667256	0.1023718096463287	0.09841066877733289
Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	65	69.09	85.2	4865342.276923077	4215398	5548018	4729.4	77.26630769230768	0.03076923076923077	-0.07339356786918246	83.70256706652307	0.009282175470251754	0.445190550800567	0.09552957092121166
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	14	67.16	84.99	2574355.3571428573	2313349	2905924	2495.1428571428573	73.42999999999999	1.4285714285714286	-0.4250320605344775	111.08355054001409	0.29136967410981707	0.04633190390505	0.19134572351308266
Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	16	18.62	55.94	2067559.3125	1454354	2469803	2452.5625	38.698125000000005	0.375	0.1620203502920744	25.134829301481112	0.031794568819955585	0.5087971734249146	0.23895319202006773
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	23	70.21	82.64	5629178.782608695	5056206	6227302	5102.826086956522	75.98434782608696	0.21739130434782608	0.050169477877629036	71.44927051004696	0.004059012734751051	0.7727356111267556	0.17148910346380994
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	11	74.33	86.21	5066543.090909091	4170676	5669701	4676.272727272727	81.19	3.6363636363636362	-0.05756566965372487	86.33416802328085	0.009093685134177616	0.7803195111566191	0.20030355075031264
Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	141	55.43	83.26	4883552.914893617	4410683	5365929	4664.212765957447	75.35936170212763	0.3049645390070922	-0.12427596533891273	86.6697657865288	0.015171655597562374	0.14563351267123142	0.08492655884880211
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	152	60.78	81.84	8320660.480263158	5930529	11152926	7638.190789473684	71.65953947368416	0.5263157894736842	-0.14929464459769778	82.7976932569963	0.09692998056915314	9.453551615708271e-05	0.037207479333110166
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	77	31.68	82.67	4180325.675324675	2985589	5627664	4188.012987012987	72.84168831168832	1.025974025974026	0.048013065858840784	69.27519514577139	0.007241203156466887	0.46183377918630164	0.0649150375855639
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	91	45.73	88.58	2309323.824175824	2191244	2441686	2239.0	82.71175824175823	1.901098901098901	-0.1457099337029042	96.49286774229174	0.0027018096041932214	0.6246124068484695	0.29674219319918727
Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	99	68.59	82.65	4899458.818181818	4546939	5255635	4557.040404040404	76.65787878787876	3.0505050505050506	-0.08284298996588169	84.38074800754276	0.00475682869800963	0.4975602612670661	0.12166782519557341
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	53	60.19	82.58	4337565.490566038	4021447	4862077	4160.377358490566	70.95396226415095	0.1320754716981132	-0.1916332040021052	88.0499805404171	0.06601423254531272	0.06328184563620538	0.10093389028834615
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	14	60.73	78.87	4126801.3571428573	3304362	4877165	4057.285714285714	72.34642857142858	0.35714285714285715	-0.0549977454675065	77.00004948921797	0.009917081937904451	0.7348245887830308	0.15863466536562146
Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	91	31.92	80.23	4816797.472527472	4236997	5705127	4569.274725274725	68.31758241758243	0.9560439560439561	-0.4822786943089678	109.03602384406224	0.10925284728912248	0.0013744998746897255	0.14597010232561064
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	39	51.37	71.58	5308044.974358974	4800313	5688987	4952.358974358975	64.41410256410255	4.538461538461538	0.02247983564264711	62.31664692556147	0.0004511222547254222	0.8978796801412312	0.17395910373687545
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	23	68.38	84.7	5469153.478260869	4591746	6358399	5455.086956521739	76.2295652173913	0.08695652173913043	-0.03416835753068632	79.16854390424965	0.004707716253109784	0.7557459624745475	0.10841381684452817
Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	19	42.74	64.42	3432369.263157895	3091145	3694262	3631.3684210526317	50.723684210526315	0.0	0.3185417704113916	21.12770585836939	0.08058382053429372	0.23887864223941432	0.2609600776483347
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	14	73.15	81.82	5460306.071428572	5230338	5653175	5238.571428571428	77.98714285714286	3.2857142857142856	-1.0151685281935856	176.04055316230134	0.47340015590955853	0.006525919900363211	0.30908198110095697
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	12	63.95	80.97	4848444.166666667	4171197	5366143	4645.583333333333	72.49249999999999	0.16666666666666666	-0.3043871117316574	99.99463544968648	0.12971082632465994	0.25015299643946637	0.24932735923194804
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	47	38.77	81.99	1963055.0638297873	1254137	2670970	2097.7872340425533	69.8987234042553	0.10638297872340426	0.24127058460911693	52.1663099787919	0.07275420968310288	0.06672394010729885	0.12840043382850783
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	17	65.82	78.72	3335546.3529411764	2899072	4309205	3263.4117647058824	70.6441176470588	0.29411764705882354	0.10654756179919489	62.396788240031796	0.07105920697445635	0.3010225802374618	0.0994676197643744
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	94	36.9	82.43	4012860.0212765955	3747729	4440469	3872.7659574468084	74.70574468085107	0.6702127659574468	-0.11763798290239548	85.3367108822285	0.004682202952122722	0.5122663060624632	0.17881725472596705
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	49	62.9	80.13	4359980.530612245	3531582	5007128	4214.326530612245	72.13571428571429	2.2448979591836733	-0.024183609309936967	74.2415135732751	0.0008621042876940608	0.841270565505231	0.12008949051581307
Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	156	54.24	79.17	4738271.25	3400300	6369505	4295.929487179487	64.23743589743593	1.3846153846153846	-0.2855588340367516	85.48014178274192	0.33935704254940857	1.4939232395734034e-15	0.03210629644174658
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	1965	15.19	85.41	6347027.758778626	4809638	7728786	5919.516030534352	71.23810687022907	1.3526717557251908	-0.08378640635179271	78.11880775809334	0.023179153594685045	1.167771779742829e-11	0.012276429860513652
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	11	68.13	79.89	4447086.454545454	4063489	4935686	4274.090909090909	73.45181818181818	0.7272727272727273	-0.08258404034069207	80.89269604886093	0.011606568419198054	0.7525401851083229	0.2540316792816282
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	19	55.21	78.43	6030606.263157895	5726521	6559398	5667.421052631579	67.52000000000001	0.10526315789473684	-0.6177128756533478	124.31153996675233	0.16444414123583645	0.08497626147265344	0.3377075226981964
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	25	65.53	79.96	3723836.84	2925846	4695108	3418.24	70.62440000000001	1.36	-0.04263837965057669	74.0061831014904	0.01752853760358641	0.5281235686834642	0.06656162316515106
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	56	58.58	83.52	3206688.0535714286	2650701	3585631	2789.160714285714	71.88375	0.9642857142857143	-0.2796022938890157	96.88903736964494	0.05887084244919969	0.07158043144756449	0.15213121689506026
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	14	61.85	88.17	3818589.1428571427	3119350	4541669	3695.214285714286	78.04071428571429	0.0	-0.09781304314592122	86.26473555601893	0.021647825428367917	0.6157117216606993	0.18982203134330383
Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	22	71.56	82.88	5490031.636363637	5353647	5656799	5166.5	77.31772727272727	1.7272727272727273	-0.15091628497501816	91.96444141186001	0.005388437661245122	0.7454496814517662	0.4584758120391228
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	146	29.58	83.58	5494660.657534246	4525607	6337400	5092.08904109589	70.20404109589036	1.2945205479452055	0.01863677722417089	68.58819285218034	0.00017903047945989117	0.8726515375546896	0.11606123859422507
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	61	70.62	85.7	5749953.491803279	5277006	6299416	5587.163934426229	80.12065573770492	0.4918032786885246	-0.3516325872927443	112.21682184478115	0.19091582648618446	0.00043032777074558003	0.09424080722404811
Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	12	54.73	78.53	4351707.666666667	3987205	5031000	4064.0	64.77416666666667	0.5	-0.08336495563914953	71.98505747537695	0.007543083563481019	0.7884003802260552	0.3023882386164201
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	433	61.03	84.85	6538027.808314088	4526531	8729608	6371.972286374134	74.89120092378748	0.17782909930715934	-0.06541441336758298	79.79040434348072	0.021510888121407876	0.002215888839635558	0.02125120906912518
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	29	63.6	80.79	3968399.172413793	3571513	4652210	3593.7586206896553	70.42137931034483	1.206896551724138	-0.012671433762094161	71.50227005377195	0.0004007907478679855	0.9179014282004834	0.12178617312143261
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	55	64.56	82.16	4159150.4	3268293	5037502	4036.018181818182	70.61999999999999	1.7818181818181817	0.22673389178485148	51.90000035115577	0.16976354903166416	0.0017745648087511548	0.0688742976664782
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	12	61.83	75.42	4993811.583333333	2981179	6882532	4741.916666666667	70.245	0.5833333333333334	0.07599612449173877	64.73089084983133	0.0847146598500338	0.3587064702071101	0.07899332835369524
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	30	56.53	79.66	5406400.833333333	5104493	5744041	5202.766666666666	67.82233333333333	1.0666666666666667	-0.2823233594240074	94.39514584737037	0.009208329635322993	0.6139605375425052	0.5534374480277884
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	23	63.56	75.86	4085057.782608696	2909339	4831432	3979.1304347826085	69.37521739130433	1.4782608695652173	-0.009004198116382672	70.13653762910299	0.0006073693614672826	0.9111263285954478	0.07970343265071965
Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	97	30.7	82.35	1289117.2474226805	1109051	1564726	1372.701030927835	55.71092783505156	0.041237113402061855	-0.9486423396334883	133.8659020386459	0.40692404285079464	2.106770140996887e-12	0.11750035679210442
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	25	66.31	77.3	2438481.52	2192372	2720245	2414.68	71.98840000000001	0.64	-0.6023419604905105	125.98352688661058	0.7227148726572463	7.483130530905253e-08	0.0777963089104976
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax	11	66.99	72.27	4445122.363636363	3771129	4898228	4284.090909090909	69.23454545454545	0.2727272727272727	-0.018052795946334695	70.8728294827127	0.005017003560427311	0.8360526548290554	0.08474397739971817
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	27	58.5	80.47	3409260.703703704	1179923	4890886	3421.1481481481483	68.53111111111112	0.18518518518518517	0.029716986471957342	66.45964687720054	0.013145748617391886	0.5690460576087478	0.05149542050227471
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	18	66.02	80.3	5319634.944444444	4128143	6430623	5055.333333333333	73.4211111111111	1.2222222222222223	-0.183747257521893	88.62132315991717	0.18545728375353362	0.07441306069153267	0.09627108343768523
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	33	64.98	79.56	4030773.878787879	3221579	5113782	3999.2727272727275	71.16090909090909	0.45454545454545453	-0.09213860694168331	78.42343788248527	0.02571417640533384	0.3726895810995263	0.10186328486381181
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	29	62.4	81.38	4503235.9655172415	3821839	5320417	4467.137931034483	71.91344827586207	0.20689655172413793	0.08977981835180737	64.3144253613149	0.01849073912370168	0.4818408734553179	0.12588294814741002
Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	31	45.7	83.85	3439168.709677419	3123148	3706502	3355.064516129032	72.43935483870966	3.193548387096774	0.39823878330371776	35.487793433423704	0.024934858276363322	0.3962125806528559	0.46244268789244153
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	3035	40.74	79.84	4792367.291268534	4394500	5228621	4756.7034596375615	71.46405601317964	1.7354200988467874	-0.276776064234276	96.83236167622883	0.05026461362700159	6.950992621171242e-36	0.021845523666500263
Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	161	54.08	85.65	5283244.155279503	4755779	5953423	5082.316770186336	77.36409937888199	0.7080745341614907	-0.3501942698544877	108.4413776005218	0.08648468985984135	0.00015278651433443151	0.09026071560863903
Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	110	21.65	79.64	4811050.681818182	4034972	5547544	4397.363636363636	67.23263636363635	0.8272727272727273	-0.23198708115556693	87.35147823251563	0.02894554160056583	0.0755724391314789	0.12929534108542076
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	167	56.07	81.11	4679025.323353293	4018103	5357728	5123.131736526946	68.08101796407185	0.7784431137724551	0.11788929233026861	57.785478807072366	0.00915076596036508	0.21879742620487383	0.09550089762707266
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	91	58.51	83.42	6865420.098901099	5994348	7781084	6816.593406593406	73.80813186813185	0.24175824175824176	-0.07394030247539726	80.3320460005769	0.004874535345813015	0.5107847501614315	0.11198465785919391
Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	53	59.8	79.62	2463460.150943396	2317511	2623320	2337.132075471698	74.5320754716981	0.6792452830188679	-0.4922912909185463	120.76128036604274	0.07668240800943527	0.044712398017819774	0.23920196815556113
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	98	55.1	78.69	4773384.102040816	3389096	6304486	4661.15306122449	67.59989795918368	0.42857142857142855	-0.2072386665753634	83.29078467633995	0.12735008898855177	0.00030982536835901073	0.05536758368386803
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	186	43.41	79.6	4173924.8225806453	2785891	5600220	3993.1935483870966	66.91559139784948	0.46236559139784944	-0.004637028047431534	67.26119579321566	8.587887241044869e-05	0.900098528786234	0.036886631349688004
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	65	61.07	79.22	4318400.984615385	3068208	5748623	4165.384615384615	68.18446153846155	0.23076923076923078	-0.08127141868800447	74.28962053885812	0.039594751015761015	0.11204443747169913	0.05042849655263456
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Stappia	13	70.6	84.48	5015979.615384615	4623171	5493924	4648.692307692308	77.75307692307692	2.4615384615384617	0.21228630350773461	58.37123307121168	0.04030733166462403	0.5107401063394874	0.31231992830613137
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	130	14.09	78.9	4550778.376923077	3913774	5214364	4243.861538461539	68.97692307692304	0.6384615384615384	0.08939644231877976	61.174947674397394	0.005171304448040496	0.4161865904875056	0.10959464885461512
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	41	57.24	82.05	4066012.0	3073791	5121602	4038.9268292682927	72.06975609756097	0.2926829268292683	0.012979261530362664	71.03933957683967	0.0005760772679334001	0.8815900482234935	0.08656696292855669
Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	21	55.46	63.59	2373290.476190476	2153198	2494538	2446.0476190476193	59.44952380952381	1.7142857142857142	-0.4882621218949328	105.9025280843754	0.6107187315713051	2.87774817484782e-05	0.08943085168376769
Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	12	56.84	69.0	2686885.9166666665	2264828	3175729	2781.6666666666665	64.82249999999999	0.75	0.015190325127796655	63.53729365350554	0.001366441511475206	0.9091959729159789	0.12985976839544458
Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	12	58.86	83.4	2529163.1666666665	1815481	2958117	2244.9166666666665	72.83166666666666	1.3333333333333333	0.09974075849073606	64.30392240941906	0.017804271583395093	0.6793019100720827	0.23426617245238845
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	13	71.13	85.03	1666887.076923077	1617863	1739054	1569.923076923077	74.08384615384617	1.4615384615384615	-0.8242413991424256	153.08756521579045	0.24199188599820834	0.0877265856591206	0.4398398825710501
Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	11	57.99	61.49	5198676.2727272725	5069061	5387817	4339.909090909091	60.04727272727273	3.909090909090909	-0.11631388412762601	71.2703382026413	0.05165249147768081	0.5015373739513052	0.1661301358800513
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	32	67.21	83.12	4637028.46875	4185089	5400534	4353.21875	74.39625000000001	0.40625	-0.20585072979914903	92.0710890879794	0.1107943783482495	0.06267439976148734	0.10647165896534994
